Date,Revenue,Orders,Expenses
2050-03-11,34250,298,35146
2050-03-12,23594,183,35611
2050-03-13,12399,414,25339
2050-03-14,30117,474,24103
2050-03-15,38126,464,27234
2050-03-16,38617,561,7958
2050-03-17,12498,434,19825
2050-03-18,42290,437,30450
2050-03-19,14628,498,13691
2050-03-20,5329,352,17631
2050-03-21,43619,148,22596
2050-03-22,12032,355,4896
2050-03-23,43034,91,36857
2050-03-24,42122,517,3308
2050-03-25,25622,489,28168
2050-03-26,33584,376,31419
2050-03-27,9722,82,35637
2050-03-28,22772,461,7493
2050-03-29,25569,163,15756
2050-03-30,46679,557,32288
2050-03-31,8235,105,15384
2050-04-01,9576,401,18195
2050-04-02,31707,378,23674
2050-04-03,38868,595,37125
2050-04-04,46632,319,3082
2050-04-05,46476,245,11442
2050-04-06,35285,462,12285
2050-04-07,29154,128,20792
2050-04-08,25054,132,18500
2050-04-09,22165,186,12290
2050-04-10,19439,588,39496
2050-04-11,49518,355,8294
2050-04-12,27515,360,3322
2050-04-13,31962,437,18836
2050-04-14,47549,598,37825
2050-04-15,42763,555,38828
2050-04-16,49754,437,23084
2050-04-17,24464,342,6384
2050-04-18,47036,228,12453
2050-04-19,35413,478,28381
2050-04-20,38270,573,39224
2050-04-21,47299,361,6664
2050-04-22,25269,129,38864
2050-04-23,36541,63,26812
2050-04-24,13009,103,16871
2050-04-25,22007,496,10565
2050-04-26,31462,114,7659
2050-04-27,16542,421,28929
2050-04-28,22434,552,33104
2050-04-29,34765,145,8730
2050-04-30,28769,582,34298
2050-05-01,27465,309,26547
2050-05-02,26868,297,29359
2050-05-03,25156,176,13467
2050-05-04,25300,548,19998
2050-05-05,18435,95,29400
2050-05-06,9114,317,38781
2050-05-07,41135,591,8409
2050-05-08,13095,143,32849
2050-05-09,42909,365,14945
2050-05-10,8951,120,19542
2050-05-11,26468,498,18984
2050-05-12,32073,416,32234
2050-05-13,39341,459,3547
2050-05-14,7768,140,5900
2050-05-15,43070,558,11946
2050-05-16,38979,577,20118
2050-05-17,30351,159,34710
2050-05-18,20445,138,14020
2050-05-19,6160,321,7317
2050-05-20,27361,296,37692
2050-05-21,12041,410,3523
2050-05-22,23767,427,29086
2050-05-23,15846,255,13938
2050-05-24,43644,394,17659
2050-05-25,24924,504,11809
2050-05-26,18882,116,18535
2050-05-27,19738,92,19298
2050-05-28,26019,278,26876
2050-05-29,6095,493,25264
2050-05-30,43669,283,16578
2050-05-31,45983,248,27285
2050-06-01,19123,546,17101
2050-06-02,33132,81,25730
2050-06-03,6079,313,30476
2050-06-04,34657,162,18503
2050-06-05,37375,508,14506
2050-06-06,29754,325,19169
2050-06-07,36153,195,21484
2050-06-08,23344,406,17838
2050-06-09,39241,55,31821
2050-06-10,42656,389,15737
2050-06-11,9979,543,38340
2050-06-12,6212,157,15171
2050-06-13,14001,120,16920
2050-06-14,18248,389,33805
2050-06-15,38187,149,19875
2050-06-16,20608,376,33278
2050-06-17,41427,82,19905
2050-06-18,36368,192,4914
2050-06-19,10283,293,16862
2050-06-20,30854,266,5925
2050-06-21,15715,483,6290
2050-06-22,21165,103,22613
2050-06-23,39108,200,33570
2050-06-24,31797,104,22961
2050-06-25,15584,566,5571
2050-06-26,19780,497,19616
2050-06-27,42905,84,22036
2050-06-28,26573,168,36984
2050-06-29,38359,246,6539
2050-06-30,5526,563,36289
2050-07-01,12855,471,14026
2050-07-02,48463,566,22450
2050-07-03,39060,188,35022
2050-07-04,34482,93,14391
2050-07-05,21571,268,19724
2050-07-06,36740,307,15130
2050-07-07,24142,562,11250
2050-07-08,30104,426,39021
2050-07-09,13625,338,24065
2050-07-10,44199,519,35995
2050-07-11,20926,152,9703
2050-07-12,36218,198,32840
2050-07-13,49472,133,11318
2050-07-14,31380,75,7430
2050-07-15,25566,224,12623
2050-07-16,38205,471,37936
2050-07-17,48548,395,33439
2050-07-18,34717,351,31535
2050-07-19,46756,347,38516
2050-07-20,30135,184,4593
2050-07-21,33164,104,31655
2050-07-22,13953,105,29606
2050-07-23,43562,423,18941
2050-07-24,8574,388,15552
2050-07-25,25169,506,27267
2050-07-26,26604,404,7777
2050-07-27,29134,181,11438
2050-07-28,28202,542,32095
2050-07-29,5684,159,33507
2050-07-30,42001,175,16120
2050-07-31,13007,345,29057
2050-08-01,40096,228,35778
2050-08-02,46787,246,34066
2050-08-03,14255,150,21390
2050-08-04,37262,232,6529
2050-08-05,23093,58,17584
2050-08-06,10782,462,25632
2050-08-07,6234,153,21673
2050-08-08,42973,175,6343
2050-08-09,39188,595,21950
2050-08-10,36996,319,37527
2050-08-11,34204,515,18064
2050-08-12,22152,167,24547
2050-08-13,47364,141,34769
2050-08-14,30019,534,37996
2050-08-15,24488,136,13390
2050-08-16,42123,283,14879
2050-08-17,24689,173,17935
2050-08-18,33506,252,35574
2050-08-19,22715,81,21127
2050-08-20,46029,406,12121
2050-08-21,18765,512,31507
2050-08-22,26942,143,37216
2050-08-23,43712,571,19582
2050-08-24,44894,457,29631
2050-08-25,43031,149,21164
2050-08-26,25478,293,24284
2050-08-27,27551,107,33646
2050-08-28,33072,406,23806
2050-08-29,40561,540,25097
2050-08-30,7892,369,14284
2050-08-31,38966,68,16857
2050-09-01,29395,406,22888
2050-09-02,23756,166,21951
2050-09-03,27174,185,24009
2050-09-04,39651,345,26474
2050-09-05,5797,574,17835
2050-09-06,13209,150,8352
2050-09-07,46003,429,29581
2050-09-08,26346,204,21941
2050-09-09,33024,154,36191
2050-09-10,34414,575,35917
2050-09-11,45818,177,31039
2050-09-12,10947,450,29089
2050-09-13,14617,578,32742
2050-09-14,25704,599,14917
2050-09-15,33702,173,21254
2050-09-16,6892,409,21445
2050-09-17,34754,113,29571
2050-09-18,8424,151,35611
2050-09-19,47218,326,16830
2050-09-20,18418,276,8696
2050-09-21,34886,72,3742
2050-09-22,39783,113,34262
2050-09-23,28057,206,39949
2050-09-24,9833,439,15425
2050-09-25,14894,198,37759
2050-09-26,46833,412,24640
2050-09-27,5565,513,39473
2050-09-28,45180,448,36784
2050-09-29,23402,454,11288
2050-09-30,47845,181,20378
2050-10-01,15315,246,29111
2050-10-02,17834,84,21306
2050-10-03,7314,469,37465
2050-10-04,42180,426,33360
2050-10-05,8883,448,14677
2050-10-06,49152,269,30136
2050-10-07,15051,566,21298
2050-10-08,45984,391,7753
2050-10-09,16695,465,9816
2050-10-10,28123,505,15168
2050-10-11,12902,346,11838
2050-10-12,22573,380,36565
2050-10-13,34374,388,27652
2050-10-14,17288,347,25608
2050-10-15,11884,361,19140
2050-10-16,15559,104,17092
2050-10-17,23125,583,26081
2050-10-18,8688,154,13875
2050-10-19,28869,224,28317
2050-10-20,43137,343,36993
2050-10-21,49706,424,34565
2050-10-22,9023,499,8566
2050-10-23,22100,494,16603
2050-10-24,41735,109,5646
2050-10-25,12423,441,22115
2050-10-26,44218,439,32339
2050-10-27,17213,261,39449
2050-10-28,40983,584,36182
2050-10-29,38158,289,29118
2050-10-30,33460,537,28347
2050-10-31,36017,171,28062
2050-11-01,38000,302,10532
2050-11-02,31502,190,25791
2050-11-03,35990,501,26693
2050-11-04,24515,202,11221
2050-11-05,34991,357,18234
2050-11-06,12634,366,11321
2050-11-07,16498,578,10945
2050-11-08,15916,345,8189
2050-11-09,34377,394,39982
2050-11-10,38001,331,5374
2050-11-11,6391,257,6983
2050-11-12,48852,145,14333
2050-11-13,47215,501,3207
2050-11-14,19184,422,12173
2050-11-15,32114,122,7302
2050-11-16,16882,382,29747
2050-11-17,22273,442,3111
2050-11-18,45670,155,18566
2050-11-19,22129,150,34702
2050-11-20,47679,408,24424
2050-11-21,5427,378,20793
2050-11-22,36416,444,11897
2050-11-23,5731,84,17482
2050-11-24,5799,206,27516
2050-11-25,33873,322,30355
2050-11-26,12025,445,23583
2050-11-27,19481,256,19182
2050-11-28,30411,355,7857
2050-11-29,36358,585,34985
2050-11-30,45392,511,14166
2050-12-01,19961,301,10498
2050-12-02,26767,316,28423
2050-12-03,46000,258,26084
2050-12-04,41135,588,36752
2050-12-05,26392,552,36875
2050-12-06,18262,563,13270
2050-12-07,10229,197,7342
2050-12-08,28772,132,4553
2050-12-09,23799,91,5002
2050-12-10,28555,205,27488
2050-12-11,31616,502,33743
2050-12-12,24333,333,4421
2050-12-13,9261,237,6474
2050-12-14,8466,523,28117
2050-12-15,8088,556,11980
2050-12-16,6115,182,12418
2050-12-17,9578,320,15390
2050-12-18,7590,122,25562
2050-12-19,12372,485,30971
2050-12-20,8573,342,31545
2050-12-21,7978,486,36299
2050-12-22,48407,109,37387
2050-12-23,14422,376,20675
2050-12-24,48626,231,22508
2050-12-25,28697,483,39881
2050-12-26,35820,568,12319
2050-12-27,42743,132,6911
2050-12-28,9925,77,33372
2050-12-29,34430,315,16725
2050-12-30,33834,332,36875
2050-12-31,29435,446,4687
2051-01-01,26676,432,23855
2051-01-02,48554,368,31879
2051-01-03,24814,242,25065
2051-01-04,19716,276,19091
2051-01-05,32528,500,15747
2051-01-06,6995,231,39243
2051-01-07,27414,376,21961
2051-01-08,18844,252,23601
2051-01-09,41659,451,37797
2051-01-10,20522,521,31922
2051-01-11,44913,228,9190
2051-01-12,13498,67,27148
2051-01-13,47322,512,14935
2051-01-14,7102,595,17580
2051-01-15,40798,452,7819
2051-01-16,13524,442,8919
2051-01-17,35846,349,27793
2051-01-18,13107,400,33691
2051-01-19,23268,236,5810
2051-01-20,29399,396,39183
2051-01-21,14624,458,25336
2051-01-22,32126,120,4716
2051-01-23,28131,376,27281
2051-01-24,25714,261,3289
2051-01-25,45631,358,7697
2051-01-26,40877,157,30319
2051-01-27,23570,226,3609
2051-01-28,17482,476,5353
2051-01-29,39318,580,19919
2051-01-30,38414,467,22675
2051-01-31,26040,297,23141
2051-02-01,18407,258,11948
2051-02-02,38305,265,10157
2051-02-03,19166,487,6849
2051-02-04,11572,360,24214
2051-02-05,38002,432,34033
2051-02-06,31972,320,38763
2051-02-07,47464,170,16324
2051-02-08,27923,456,14900
2051-02-09,6909,294,26354
2051-02-10,49918,115,5214
2051-02-11,37848,277,15340
2051-02-12,7083,186,28785
2051-02-13,22140,243,19659
2051-02-14,7670,538,17687
2051-02-15,41519,403,9553
2051-02-16,49512,206,11338
2051-02-17,43029,525,20235
2051-02-18,19691,65,23907
2051-02-19,44620,127,11679
2051-02-20,39262,101,33072
2051-02-21,30595,563,11775
2051-02-22,38440,553,26183
2051-02-23,13630,110,32287
2051-02-24,36250,181,7310
2051-02-25,33798,431,18327
2051-02-26,48036,592,27140
2051-02-27,38212,459,31697
2051-02-28,46925,204,39581
2051-03-01,16982,100,33657
2051-03-02,13655,144,17746
2051-03-03,23582,572,8891
2051-03-04,40055,573,25578
2051-03-05,49725,404,27531
2051-03-06,9008,94,38970
2051-03-07,49464,254,10745
2051-03-08,46872,480,4423
2051-03-09,5496,305,15059
2051-03-10,39231,297,27721
2051-03-11,28212,582,17251
2051-03-12,25637,90,32495
2051-03-13,21877,508,9647
2051-03-14,22810,326,37679
2051-03-15,14884,244,35359
2051-03-16,7723,120,31277
2051-03-17,9761,319,4339
2051-03-18,12630,384,17764
2051-03-19,21375,357,9446
2051-03-20,46509,476,19881
2051-03-21,30218,248,14140
2051-03-22,35565,125,11201
2051-03-23,42118,574,27568
2051-03-24,37975,279,34330
2051-03-25,32073,134,5816
2051-03-26,9190,211,36094
2051-03-27,6883,446,31142
2051-03-28,7886,420,20266
2051-03-29,13953,264,21055
2051-03-30,13381,50,28313
2051-03-31,28238,426,21558
2051-04-01,18795,461,8235
2051-04-02,35428,249,36691
2051-04-03,14638,232,19161
2051-04-04,9931,459,17547
2051-04-05,47623,447,27496
2051-04-06,43492,265,33908
2051-04-07,31411,398,34652
2051-04-08,25534,90,38592
2051-04-09,41828,52,12345
2051-04-10,34181,143,5070
2051-04-11,42533,108,26730
2051-04-12,24996,456,9544
2051-04-13,11553,67,36688
2051-04-14,45146,543,25856
2051-04-15,23073,557,20827
2051-04-16,12130,381,15699
2051-04-17,34405,218,38569
2051-04-18,40954,255,21159
2051-04-19,10789,570,11220
2051-04-20,33930,554,21676
2051-04-21,22529,395,6703
2051-04-22,12942,353,34657
2051-04-23,12548,164,36593
2051-04-24,23296,136,19011
2051-04-25,37244,144,32755
2051-04-26,5296,477,27714
2051-04-27,7409,499,23836
2051-04-28,39229,590,20546
2051-04-29,35846,51,39207
2051-04-30,40036,127,38301
2051-05-01,44322,373,12551
2051-05-02,32167,147,33306
2051-05-03,33991,159,21609
2051-05-04,22801,506,30136
2051-05-05,12358,537,6672
2051-05-06,27588,420,5160
2051-05-07,22671,386,28715
2051-05-08,22502,71,4797
2051-05-09,30128,354,31712
2051-05-10,36645,321,14171
2051-05-11,12637,539,28766
2051-05-12,5660,495,37012
2051-05-13,46675,327,26453
2051-05-14,11922,426,10893
2051-05-15,33161,281,23792
2051-05-16,49721,475,4930
2051-05-17,8970,104,18705
2051-05-18,8407,490,21902
2051-05-19,32843,83,3047
2051-05-20,14046,378,3133
2051-05-21,28800,503,25059
2051-05-22,19547,437,14238
2051-05-23,42528,479,38132
2051-05-24,36389,525,39277
2051-05-25,35346,174,31082
2051-05-26,27748,572,25368
2051-05-27,41855,531,38239
2051-05-28,30848,366,5434
2051-05-29,12607,171,7335
2051-05-30,41787,596,19023
2051-05-31,38583,362,22906
2051-06-01,17563,536,21689
2051-06-02,38690,61,24671
2051-06-03,34176,174,29386
2051-06-04,19925,126,25065
2051-06-05,26251,285,10443
2051-06-06,22648,303,18665
2051-06-07,25108,455,24233
2051-06-08,15979,292,39968
2051-06-09,7722,510,26481
2051-06-10,10355,326,8022
2051-06-11,33799,518,12145
2051-06-12,40318,269,37441
2051-06-13,37705,274,25954
2051-06-14,48909,150,34336
2051-06-15,28070,556,38817
2051-06-16,16284,380,29685
2051-06-17,26737,286,23631
2051-06-18,28241,388,9574
2051-06-19,32414,555,35381
2051-06-20,25895,214,29039
2051-06-21,31771,267,8331
2051-06-22,6384,425,33412
2051-06-23,27689,61,21321
2051-06-24,32475,481,27757
2051-06-25,13252,132,20458
2051-06-26,35844,480,17058
2051-06-27,35151,527,38341
2051-06-28,45006,418,38165
2051-06-29,28365,190,3418
2051-06-30,11026,505,20023
2051-07-01,37767,551,19742
2051-07-02,33523,452,21187
2051-07-03,15482,337,7439
2051-07-04,46432,404,29794
2051-07-05,30108,392,12905
2051-07-06,5493,198,3865
2051-07-07,21465,259,29643
2051-07-08,44767,161,29926
2051-07-09,34550,585,34046
2051-07-10,18833,98,7671
2051-07-11,7970,380,27871
2051-07-12,37779,414,4426
2051-07-13,34958,60,31085
2051-07-14,22145,237,30392
2051-07-15,40953,558,14057
2051-07-16,6806,494,36460
2051-07-17,10664,139,32171
2051-07-18,33900,497,19236
2051-07-19,19126,81,36835
2051-07-20,10154,376,4132
2051-07-21,27208,123,10612
2051-07-22,18767,300,34824
2051-07-23,25043,499,12433
2051-07-24,6525,404,33868
2051-07-25,38528,582,3946
2051-07-26,21978,345,4615
2051-07-27,6055,347,15851
2051-07-28,15046,377,11254
2051-07-29,40851,351,25099
2051-07-30,20678,561,36161
2051-07-31,49876,387,35598
2051-08-01,31624,423,29102
2051-08-02,47418,143,26918
2051-08-03,43725,181,12693
2051-08-04,10255,102,18154
2051-08-05,14411,545,3388
2051-08-06,47459,278,39265
2051-08-07,41163,261,16901
2051-08-08,38971,553,32307
2051-08-09,36235,544,10669
2051-08-10,24194,282,38339
2051-08-11,24476,120,26092
2051-08-12,8044,238,34924
2051-08-13,45040,57,29560
2051-08-14,26057,381,29857
2051-08-15,8514,65,24014
2051-08-16,14990,142,37198
2051-08-17,43960,311,17309
2051-08-18,48535,598,32925
2051-08-19,12507,210,19176
2051-08-20,9857,400,24375
2051-08-21,17118,223,8067
2051-08-22,8146,366,35143
2051-08-23,31401,67,21422
2051-08-24,31177,535,23517
2051-08-25,43524,416,31514
2051-08-26,9414,400,5215
2051-08-27,22494,577,22740
2051-08-28,25437,484,19486
2051-08-29,8937,319,27720
2051-08-30,41731,117,11946
2051-08-31,26326,79,15249
2051-09-01,43665,365,26187
2051-09-02,13974,213,9462
2051-09-03,22500,369,14901
2051-09-04,6750,63,3082
2051-09-05,9027,328,27347
2051-09-06,49296,481,8752
2051-09-07,10745,312,31270
2051-09-08,26448,571,6668
2051-09-09,47447,221,23630
2051-09-10,33451,407,13995
2051-09-11,33207,62,37830
2051-09-12,10938,281,31772
2051-09-13,17150,525,38166
2051-09-14,18406,520,14196
2051-09-15,24781,209,21714
2051-09-16,42621,310,33368
2051-09-17,23325,408,31836
2051-09-18,8148,304,19811
2051-09-19,33879,564,24761
2051-09-20,12933,329,30066
2051-09-21,14436,166,37884
2051-09-22,22669,211,8441
2051-09-23,11474,347,28961
2051-09-24,16228,346,13146
2051-09-25,38538,407,36357
2051-09-26,6843,567,36266
2051-09-27,5073,427,19313
2051-09-28,21059,475,30398
2051-09-29,25733,586,12324
2051-09-30,45768,218,10432
2051-10-01,30395,564,23867
2051-10-02,25202,413,37359
2051-10-03,18273,479,7407
2051-10-04,38099,132,33971
2051-10-05,12512,379,39492
2051-10-06,33231,182,29291
2051-10-07,28274,506,15369
2051-10-08,42699,402,33291
2051-10-09,27409,393,20152
2051-10-10,10113,143,3138
2051-10-11,46187,431,5525
2051-10-12,7881,344,12637
2051-10-13,24249,247,37377
2051-10-14,40343,128,17533
2051-10-15,17714,263,24827
2051-10-16,43953,208,25368
2051-10-17,13656,250,28736
2051-10-18,10741,71,20753
2051-10-19,21661,388,33706
2051-10-20,36555,291,6571
2051-10-21,33690,287,29798
2051-10-22,37833,198,36256
2051-10-23,42030,56,39308
2051-10-24,10704,282,14059
2051-10-25,46362,126,30003
2051-10-26,17175,538,29453
2051-10-27,17696,136,33624
2051-10-28,44023,271,12056
2051-10-29,45209,462,21564
2051-10-30,33054,251,14220
2051-10-31,26076,325,14290
2051-11-01,19986,270,23018
2051-11-02,19440,206,19619
2051-11-03,12960,230,19031
2051-11-04,27462,178,36756
2051-11-05,22821,292,20766
2051-11-06,32258,221,12006
2051-11-07,32353,552,16582
2051-11-08,28416,529,29265
2051-11-09,27115,319,18908
2051-11-10,29968,470,8629
2051-11-11,27731,212,21870
2051-11-12,27785,73,21049
2051-11-13,44397,546,13827
2051-11-14,18828,242,6986
2051-11-15,9541,439,4823
2051-11-16,45644,546,24720
2051-11-17,18311,178,23472
2051-11-18,35531,592,3610
2051-11-19,19588,85,28911
2051-11-20,17380,506,39636
2051-11-21,47645,410,23709
2051-11-22,22818,264,14884
2051-11-23,35857,336,23819
2051-11-24,26711,418,24556
2051-11-25,10097,518,16222
2051-11-26,33393,235,24067
2051-11-27,27076,523,14018
2051-11-28,23738,110,39599
2051-11-29,34317,311,5379
2051-11-30,44229,160,25489
2051-12-01,12044,190,15394
2051-12-02,10497,584,17417
2051-12-03,18751,128,30849
2051-12-04,34882,543,38207
2051-12-05,47072,80,27290
2051-12-06,48194,565,18115
2051-12-07,48826,558,35752
2051-12-08,27449,115,27241
2051-12-09,49028,559,27443
2051-12-10,38402,420,39533
2051-12-11,37543,336,15361
2051-12-12,34362,225,27296
2051-12-13,32315,172,11845
2051-12-14,32746,280,16747
2051-12-15,15057,53,20557
2051-12-16,47915,461,4667
2051-12-17,26061,299,34034
2051-12-18,39157,536,17143
2051-12-19,16322,394,6321
2051-12-20,9276,382,28057
2051-12-21,17306,502,30879
2051-12-22,39017,207,7126
2051-12-23,32742,319,22177
2051-12-24,36600,467,12299
2051-12-25,22629,489,9185
2051-12-26,13245,78,37388
2051-12-27,36414,384,32667
2051-12-28,48870,287,11457
2051-12-29,35098,202,18942
2051-12-30,15588,164,5123
2051-12-31,5442,448,20894
2052-01-01,44744,81,39620
2052-01-02,42443,581,33604
2052-01-03,16803,102,39190
2052-01-04,45721,244,11431
2052-01-05,42145,354,38775
2052-01-06,15599,394,35338
2052-01-07,12058,131,29580
2052-01-08,22206,50,34583
2052-01-09,16894,216,16913
2052-01-10,7939,366,32565
2052-01-11,27149,232,17860
2052-01-12,6031,322,35924
2052-01-13,15208,422,32695
2052-01-14,5562,411,10598
2052-01-15,48498,250,35453
2052-01-16,25951,241,13975
2052-01-17,33351,390,23554
2052-01-18,23680,348,34444
2052-01-19,26586,555,31434
2052-01-20,14308,189,21798
2052-01-21,14609,355,14441
2052-01-22,34495,245,5155
2052-01-23,22675,110,23141
2052-01-24,33064,409,35860
2052-01-25,13720,356,15468
2052-01-26,47940,529,37911
2052-01-27,19457,382,27807
2052-01-28,7939,132,20986
2052-01-29,43203,383,38719
2052-01-30,28365,566,13258
2052-01-31,10392,523,4310
2052-02-01,30905,443,33926
2052-02-02,12972,429,9246
2052-02-03,35653,70,19542
2052-02-04,31329,226,23162
2052-02-05,24184,412,19761
2052-02-06,19799,71,22679
2052-02-07,20052,597,11905
2052-02-08,11044,299,15379
2052-02-09,24871,122,16421
2052-02-10,28767,140,31647
2052-02-11,25234,225,13974
2052-02-12,26381,175,5500
2052-02-13,22274,253,11113
2052-02-14,27304,295,30580
2052-02-15,22572,320,33760
2052-02-16,43412,93,35023
2052-02-17,30965,597,14805
2052-02-18,23384,217,10731
2052-02-19,22855,484,36713
2052-02-20,22920,79,31216
2052-02-21,21702,406,32774
2052-02-22,42921,540,38252
2052-02-23,6894,297,14460
2052-02-24,35985,302,14294
2052-02-25,33287,431,13059
2052-02-26,12991,585,34856
2052-02-27,20439,468,10817
2052-02-28,34084,172,31381
2052-02-29,47235,343,6033
2052-03-01,32659,192,15971
2052-03-02,29976,560,3389
2052-03-03,43703,106,33995
2052-03-04,22107,91,12435
2052-03-05,7329,170,22731
2052-03-06,47095,392,3011
2052-03-07,7770,381,12708
2052-03-08,9846,505,21004
2052-03-09,21651,486,29333
2052-03-10,19633,390,25537
2052-03-11,18628,390,27836
2052-03-12,5569,465,11511
2052-03-13,6973,231,15473
2052-03-14,40590,313,13468
2052-03-15,38038,259,37695
2052-03-16,12641,572,5832
2052-03-17,13930,231,26362
2052-03-18,11680,493,23500
2052-03-19,6257,300,3015
2052-03-20,13250,187,13719
2052-03-21,43138,267,6866
2052-03-22,33757,503,18986
2052-03-23,9858,136,31677
2052-03-24,46349,342,5345
2052-03-25,18491,141,28516
2052-03-26,30294,257,11450
2052-03-27,11908,253,18349
2052-03-28,15844,235,4063
2052-03-29,42629,134,19659
2052-03-30,7911,205,38334
2052-03-31,13991,342,24306
2052-04-01,16572,582,37698
2052-04-02,48066,210,17940
2052-04-03,34693,435,6582
2052-04-04,45004,534,4331
2052-04-05,43333,552,11066
2052-04-06,22493,205,29132
2052-04-07,44697,192,16236
2052-04-08,22634,333,3479
2052-04-09,29561,84,23893
2052-04-10,23033,273,6046
2052-04-11,12351,442,31170
2052-04-12,30921,457,4488
2052-04-13,24340,437,16720
2052-04-14,19901,346,30400
2052-04-15,15638,372,21476
2052-04-16,43596,537,33492
2052-04-17,26378,88,32966
2052-04-18,49324,554,31946
2052-04-19,27820,552,29510
2052-04-20,30060,586,33199
2052-04-21,37642,365,27039
2052-04-22,30378,545,22188
2052-04-23,13150,166,10990
2052-04-24,47875,391,30170
2052-04-25,29059,289,11975
2052-04-26,39525,494,7273
2052-04-27,23193,536,30405
2052-04-28,48967,460,9461
2052-04-29,32801,347,31094
2052-04-30,31246,101,11732
2052-05-01,17807,353,10375
2052-05-02,22535,337,16660
2052-05-03,10492,167,27273
2052-05-04,36357,473,3412
2052-05-05,11302,258,29359
2052-05-06,37314,176,32163
2052-05-07,9747,342,8727
2052-05-08,46170,568,18907
2052-05-09,15686,271,16288
2052-05-10,42449,126,37195
2052-05-11,23891,387,22894
2052-05-12,41196,324,37405
2052-05-13,34928,166,27755
2052-05-14,12494,341,22780
2052-05-15,41723,320,7677
2052-05-16,34877,496,10122
2052-05-17,32981,206,4294
2052-05-18,19026,233,11555
2052-05-19,25422,473,5116
2052-05-20,14244,65,13547
2052-05-21,38481,147,15710
2052-05-22,28644,349,5561
2052-05-23,48848,471,30692
2052-05-24,13521,356,34086
2052-05-25,6746,323,33555
2052-05-26,22591,310,38310
2052-05-27,31718,288,20267
2052-05-28,7696,381,4172
2052-05-29,17012,164,24979
2052-05-30,19688,317,17685
2052-05-31,28457,61,31544
2052-06-01,10036,122,29738
2052-06-02,44895,455,29670
2052-06-03,34960,227,27688
2052-06-04,41486,308,9542
2052-06-05,27159,449,28367
2052-06-06,12910,319,29939
2052-06-07,7693,535,18765
2052-06-08,20858,108,3143
2052-06-09,33810,315,8801
2052-06-10,25092,124,30151
2052-06-11,28243,139,24636
2052-06-12,35505,554,23869
2052-06-13,12692,406,10337
2052-06-14,33555,203,27535
2052-06-15,11398,267,35285
2052-06-16,12252,535,11116
2052-06-17,16721,589,23114
2052-06-18,22939,179,16998
2052-06-19,16825,115,33279
2052-06-20,30251,193,35981
2052-06-21,41955,429,32789
2052-06-22,29151,362,17905
2052-06-23,5036,456,33938
2052-06-24,33412,456,15300
2052-06-25,23171,326,21202
2052-06-26,44051,458,6494
2052-06-27,37761,363,3485
2052-06-28,20202,598,22399
2052-06-29,13060,298,39247
2052-06-30,13065,510,9929
2052-07-01,34873,448,31603
2052-07-02,41648,500,7937
2052-07-03,10932,520,36431
2052-07-04,31470,483,16074
2052-07-05,13328,495,3236
2052-07-06,11333,152,26070
2052-07-07,16268,377,14476
2052-07-08,10067,295,22727
2052-07-09,49843,107,21339
2052-07-10,22045,154,25539
2052-07-11,45741,118,3228
2052-07-12,27770,351,24444
2052-07-13,47770,202,30988
2052-07-14,12887,586,26199
2052-07-15,38182,84,19092
2052-07-16,37370,64,38654
2052-07-17,44618,155,15451
2052-07-18,29918,123,16991
2052-07-19,40497,334,15669
2052-07-20,33026,599,9874
2052-07-21,16929,246,32253
2052-07-22,41665,329,26989
2052-07-23,39937,202,22203
2052-07-24,18563,340,5989
2052-07-25,33546,191,10138
2052-07-26,17888,361,37761
2052-07-27,42338,81,31917
2052-07-28,39283,75,38813
2052-07-29,21958,304,9193
2052-07-30,17634,105,19157
2052-07-31,24251,342,21376
2052-08-01,24928,279,22983
2052-08-02,42245,102,37073
2052-08-03,21455,150,25747
2052-08-04,32144,516,34626
2052-08-05,33013,316,7459
2052-08-06,26876,51,8087
2052-08-07,31962,71,17898
2052-08-08,33084,261,17758
2052-08-09,47319,285,18121
2052-08-10,26143,578,20666
2052-08-11,31091,437,34999
2052-08-12,19179,63,37888
2052-08-13,37807,568,30258
2052-08-14,15222,271,16893
2052-08-15,28949,452,23880
2052-08-16,21116,562,34712
2052-08-17,42564,336,32943
2052-08-18,42374,433,8306
2052-08-19,22667,296,31300
2052-08-20,13775,140,27107
2052-08-21,34655,361,13709
2052-08-22,19193,486,35481
2052-08-23,19676,92,17914
2052-08-24,35776,123,34175
2052-08-25,48225,365,31412
2052-08-26,22199,193,19151
2052-08-27,20066,378,8009
2052-08-28,23895,258,23246
2052-08-29,5246,148,4345
2052-08-30,26209,163,13628
2052-08-31,44284,224,24026
2052-09-01,21800,320,32289
2052-09-02,28086,112,32432
2052-09-03,25101,453,22607
2052-09-04,21491,274,22860
2052-09-05,32207,210,8097
2052-09-06,46798,85,30114
2052-09-07,25897,430,16473
2052-09-08,34492,367,27831
2052-09-09,6421,505,25106
2052-09-10,37015,318,13609
2052-09-11,17970,393,7746
2052-09-12,12283,89,33384
2052-09-13,33488,463,19459
2052-09-14,20945,429,34288
2052-09-15,5255,271,39379
2052-09-16,16019,330,11001
2052-09-17,20487,274,39160
2052-09-18,46797,506,13184
2052-09-19,24346,203,15949
2052-09-20,40050,329,9119
2052-09-21,13744,402,38162
2052-09-22,29756,88,37184
2052-09-23,22861,538,10843
2052-09-24,30146,247,29805
2052-09-25,47687,325,11431
2052-09-26,26976,221,21161
2052-09-27,5591,557,31836
